PosScore,NegScore,SynsetTermsSplitted,বঙ্গানুবাদ
0.0,0.0,freethinker,যুক্তিবাদী
0.625,0.0,advisable,যুক্তিযুক্ত
0.5,0.0,expedience,যুক্তিযুক্ততা
0.0,0.0,era,যুগ
0.0,0.25,coexistence,যুগপৎ অবস্থান
0.0,0.0,coexist,যুগপৎ অবস্থান করা
0.0,0.0,brace,যুগল
0.0,0.0,groundbreaking,যুগান্তকারী
0.0,0.0,groundbreaking_ceremony,যুগান্তকারী অনুষ্ঠান
0.5,0.0,epochal,যুগারম্ভমূলক
0.0,0.0,befitting,যুগোপযোগী
0.0,0.0,jugoslav,যুগোস্লাভিয়ার অধিবাসী
0.0,0.0,geminate,যুগ্ম
0.0,0.0,condo,যুগ্ম মালিকানা
0.0,0.0,battle,যুদ্ধ
0.0,0.0,battle_plan,যুদ্ধ পরিকল্পনা
0.0,0.375,battle-scarred,যুদ্ধ বিক্ষত
0.125,0.0,halberd,যুদ্ধ-কুঠার
0.0,0.0,captainship,যুদ্ধ-কৌশল
0.0,0.0,battlefield,যুদ্ধক্ষেত্র
0.0,0.125,bleeding,যুদ্ধপীড়িত
0.0,0.0,cruiser,যুদ্ধপোত
0.0,0.25,combat-ready,যুদ্ধ-প্রস্তুত
0.0,0.125,hostilities,যুদ্ধবিগ্রহ
0.0,0.0,cadet,যুদ্ধবিদ্যাশিক্ষার্থী
0.125,0.0,armistice,যুদ্ধবিরতি
0.125,0.0,armistice_day,যুদ্ধবিরতি দিন
0.0,0.0,combat_zone,যুদ্ধাঞ্চল
0.0,0.0,embattle,যুদ্ধার্থে শ্রেণীবদ্ধ করা
0.0,0.0,farrier,যুদ্ধাশ্বপাল
0.0,0.625,go_to_war,যুদ্ধে যাও
0.0,0.0,endgame,যুদ্ধের
0.0,0.0,battle-ax,যুদ্ধের কুঠার
0.0,0.0,god_of_war,যুদ্ধের দেবতা
0.0,0.0,belligerent,যুধ্যমান
0.0,0.375,belligerence,যুধ্যমান অবস্থা
0.0,0.0,dhu'l-hijja,যুল-হাজ্জাহ
0.0,0.0,gregarious,যূথচর
0.0,0.625,gregariousness,যূথবদ্ধতা
0.0,0.0,eavesdropper,যে আড়ি পেতে শুনে
0.0,0.0,anyhow,যে কোন উপায়ে
0.0,0.0,anyways,যে কোন পথে
0.0,0.0,at_any_rate,যে কোন মূল্যে
0.0,0.0,in_any_case,যে কোনো ক্ষেত্রে
0.0,0.0,air_cushion,যে গদিতে বাতাস ভরিয়া ফোলন হয়
0.0,0.0,borough,যে নগরে পৌরসভা আছে
0.0,0.0,bidder,যে নিকাম ডাকে
0.0,0.0,accoucheur,যে পুরুষ সন্তানপ্রসব করায়
0.0,0.0,first_in_first_out,"যে প্রথম আসবে, সে প্রথম যাবে"
0.0,0.0,bettor,যে বাজি ধরে
0.0,0.0,abortionist,যে ব্যক্তি গর্ভপাত ঘটায়
0.0,0.0,backwoodsman,যে ব্যক্তি গ্রামের প্রান্তস্থিত বনে বাস করে
0.0,0.0,commuter,যে ব্যক্তি পরিবহনসংস্থাদির যানবাহনে যাতায়াত করে
0.0,0.0,avenger,যে ব্যক্তি প্রতিহিংসা গ্রহণ করে
0.0,0.0,copyreader,যে ব্যক্তি প্রূফসংশোধককে পাণ্ডুলিপি পড়িয়া শোনায়
0.125,0.0,confessor,যে ব্যক্তি বিপদ্বরণ করিয়াত্ত ধর্মপালন করে
0.0,0.0,bootlegger,যে ব্যক্তি বেআইনিভাবে আমদানি-রপ্তানি করে
0.0,0.0,blackmailer,যে ব্যক্তি ব্ল্যাকমেল করে
0.0,0.0,bailor,যে ব্যক্তি শর্তাধীনে মাল গচ্ছিত দেয়
0.0,0.0,bleacher,যে ব্যক্তি সাদা করে
0.0,0.125,alarmist,যে ব্যক্তি সামান্য কারণে বিপদ্সঙ্কেত ঘোষণা করে
0.0,0.0,crammer,যে ব্যক্তি হাঁসমুরগির পালকে খাত্তয়ায়
0.0,0.0,by_hook_or_by_crook,যে ভাবেই হোক
0.0,0.0,electroscope,যে যন্ত্র সাহায্যে তড়িত আছে কি না বা উহার গুণাগুণ কি তাহা জানা যায়
0.125,0.0,justifier,যে সমর্থন করে
0.0,0.0,in_that_respect,যে সম্মান
0.5,0.0,appealable,যে সিদ্ধান্তের বা রায়ের বিরুদ্ধে উচ্চতর কর্তৃপক্ষের কাছে আবেদন বা আপীল করা যায়
0.0,0.0,cinerarium,যে স্থানে ভস্মাধার রক্ষিত
0.0,0.0,anyplace,যেকোন স্থান
0.0,0.0,for_anything,যেকোনো কিছুর জন্য
0.375,0.0,gullibility,যেকোনোকিছুকে সত্য বলে ধরে
0.0,0.0,calvary,যেখানে যিশু ক্রুশবিদ্ধ হয়াছিলেন
0.0,0.0,clade,যেটাতে
0.0,0.0,japheth,য়েফতের
0.0,0.0,as,যেমন
0.0,0.5,as_it_is,যেমন আছে
0.0,0.0,happy-go-lucky,যেমন খুশি তেমনভাবে
0.0,0.0,as_needed,যেমন দরকার
0.0,0.0,asper,যেমনটি
0.0,0.0,add,যোগ
0.125,0.0,add_to,যোগ করা
0.375,0.25,adding_machine,যোগ করার যন্ত্র
0.0,0.0,joined,যোগদান
0.0,0.0,abettor,যোগদানকারী
0.0,0.0,join,যোগদানের
0.0,0.0,handstand,যোগব্যায়াম
0.0,0.0,communicate,যোগাযোগ
0.0,0.0,communication_system,যোগাযোগ ব্যবস্থা
0.0,0.0,communication_channel,যোগাযোগ মাধ্যম
0.0,0.0,contact_lens,যোগাযোগ লেন্স
0.0,0.0,communicative,যোগাযোগমূলক
0.0,0.0,contract_law,যোগাযোগের আইন
0.778,0.222,deserved,যোগ্য
0.0,0.0,extradite,যোগ্য কর্তৃপক্ষ হস্তে সমর্পন করা
0.0,0.0,copular,যোজক
0.0,0.0,connective_tissue,যোজক কলা
0.0,0.0,copula,যোজক পদ
0.0,0.0,annexe,যোজন
0.0,0.0,combatant,যোদ্ধা
0.0,0.0,cunnilingus,যোনিলেহন
0.0,0.0,johann_sebastian_bach,যোহান সেবাস্চিয়ান বাখ
0.625,0.25,advisability,যৌক্তিকতা
0.0,0.0,compound_fracture,যৌগ ফাটল
0.0,0.0,compound_sentence,যৌগ বাক্য
0.0,0.0,composite,যৌগিক
0.0,0.0,composite_material,যৌগিক পদার্থ
0.0,0.625,composite_number,যৌগিক সংখ্যা
0.0,0.0,dower,যৌতুক
0.0,0.0,joint,যৌথ
0.25,0.0,joint_venture,যৌথ উদ্যোগ
0.0,0.0,hinge_joint,যৌথ কবজা
0.0,0.0,collective_agreement,যৌথ চুক্তি
0.0,0.0,collective_bargaining,যৌথ দরকষাকষি
0.0,0.125,collective_security,যৌথ নিরাপত্তা
0.0,0.0,extended_family,যৌথ পরিবার
0.0,0.0,join_forces,যৌথ বাহিনী
0.0,0.0,collective_noun,যৌথ বিশেষ্য
0.0,0.0,collectivization,যৌথ মালিকানা ব্যবস্থা প্রবর্তন
0.0,0.0,joint-stock_company,যৌথ মুলধনী কোম্পানি
0.0,0.0,joint_probability,যৌথ সম্ভাবনা
0.0,0.0,dionysian,যৌন লালসা
0.0,0.0,chancre,যৌনব্যাধিজনিত ক্ষত
0.25,0.25,chancroid,যৌনব্যাধিজনিত ক্ষতবিশেষ
0.0,0.0,fuck,যৌনসঙ্গম
0.0,0.0,dyer,রঁজক
0.0,0.0,dyestuff,রঁজনের উপাদান
0.0,0.0,colors,রং
0.0,0.0,coloring_book,রং করার বই
0.0,0.0,color_wheel,রং বিন্যাস
0.0,0.0,assortment,রকমারি মাল
0.0,0.0,blood,রক্ত
0.0,0.0,bacillary_dysentery,রক্ত আমাশা
0.0,0.0,blood_cell,রক্ত কোষ
0.0,0.0,blood_count,রক্ত গণনা
0.125,0.0,blood_clotting,রক্ত জমাট বাধা
0.0,0.125,bleed,রক্ত ঝরা
0.0,0.0,blood_coagulation,রক্ত তঞ্চন
0.0,0.0,blood_test,রক্ত পরীক্ষা
0.0,0.625,blood-twig,রক্ত পল্লব
0.0,0.0,haematology,রক্ত বিজ্ঞান
0.0,0.0,blood_poisoning,রক্ত বিষাক্তকরণ
0.0,0.0,blood-filled,রক্ত ভরা
0.0,0.0,blood-brain_barrier,রক্ত মস্তিষ্ক বাধা
0.0,0.0,blood-red,রক্ত লাল
0.0,0.0,blood-related,রক্ত সম্পর্কিত
0.0,0.0,blood_sausage,রক্ত সসেজ
0.25,0.25,blood-and-guts,রক্ত-এবং-সাহস
0.0,0.0,corpuscle,রক্তকণিকা
0.0,0.0,corpuscular,রক্তকণিকাকার
0.0,0.0,haemal,রক্তকোষসম্বন্ধীয়
0.25,0.25,bloodbath,রক্তগঙ্গা
0.0,0.0,blood_pressure,রক্তচাপ
0.0,0.0,diastolic_pressure,রক্তচাপ চাপ
0.0,0.0,bloodsucker,রক্তচোষা
0.0,0.0,clotting_time,রক্তজমাট সময়
0.0,0.0,blood_donor,রক্তদাতা
0.0,0.0,blood_transfusion,রক্তদান
0.0,0.25,bloodshed,রক্তপাত
0.25,0.25,bloodless,রক্তপাতহীন
0.0,0.125,bloodguilt,রক্তপাতের দোষ
0.0,0.375,bloodguilty,রক্তপাতের দোষে
0.125,0.0,blood_clot,রক্তপিন্ড
0.125,0.25,bloodlust,রক্তপিপাসা
0.0,0.625,bloodthirsty,রক্তপিপাসু
0.125,0.0,bloodiness,রক্তপিপাসুতা
0.0,0.0,blooded,রক্তপূর্ণ
0.0,0.125,haemorrhagic,রক্তপ্রদাহজনিত
0.0,0.0,haematemesis,রক্তবমন
0.0,0.0,empurple,রক্তবর্ণ করা
0.0,0.0,claret,রক্তবর্ণ মদ্যবিশেষ
0.0,0.375,bloodstained,রক্তমাখা
0.0,0.0,cupping,রক্তমোক্ষক কাচপ্রয়োগ
0.0,0.125,bleeder,রক্তমোক্ষণকারী
0.0,0.75,bloodshot,রক্তরাঙা
0.125,0.25,chlorosis,রক্তশূন্যতা
0.0,0.0,haematic,রক্তসংক্রান্ত
0.0,0.125,haemorrhage,রক্তস্রাব
0.0,0.0,anaemic,রক্তহীন
0.0,0.25,bloody,রক্তাক্ত
0.0,0.0,bloody-minded,রক্তাক্ত মনের
0.0,0.0,anaemia,রক্তাল্পতা
0.0,0.0,incarnadine,রক্তিম
0.0,0.0,begonia,রক্তিমাভ পুষ্পোত্পাদী বৃক্ষবিশেষ
0.0,0.0,acidosis,রক্তে অম্লাধিক্যজনিত বিকার
0.0,0.0,blood_glucose,রক্তে গ্লুকোজ
0.0,0.0,blood_sugar,রক্তে শর্করা
0.0,0.0,blood_sport,রক্তের খেলা
0.0,0.0,blood_group,রক্তের গ্রুপ
0.0,0.5,hypotension,রক্তের নিম্নচাপ
0.0,0.0,blood_plasma,রক্তের প্লাস্মা
0.0,0.0,blood_brother,রক্তের ভাই
0.0,0.0,blood_relation,রক্তের সম্পর্ক
0.0,0.0,champion,রক্ষক
0.0,0.0,conservative,রক্ষণশীল
0.0,0.0,conservative_party,রক্ষণশীল দল
0.0,0.25,conservatism,রক্ষণশীলতা
0.0,0.0,convoy,রক্ষণাবেক্ষণ
0.625,0.0,beholding,রক্ষা
0.0,0.0,defend,রক্ষা করা
0.0,0.25,goggles,রক্ষাকর চশমাবিশেষ
0.0,0.0,guardian_angel,রক্ষাকর্তা
0.0,0.0,defending,রক্ষার
0.0,0.875,bad-tempered,রগচটা
0.75,0.0,drollery,রগড়
0.0,0.0,color,রঙ
0.0,0.0,blotched,রঙ কালি প্রভৃতির দাগযুক্ত
0.5,0.0,color_chart,রঙ চার্ট
0.0,0.0,colorfast,রঙ দ্রুত
0.0,0.0,color_bar,রঙ বার
0.0,0.0,coloration,রঙকরণ
0.0,0.0,colorful,রঙিন
0.0,0.0,colourcast,রঙিন দূর্দর্শন
0.0,0.0,delf,রঙিন মৃত্পাত্রবিশেষ
0.0,0.0,color_code,রঙের কোড
0.0,0.0,colorcast,রঙের ছটা
0.0,0.0,coat_of_paint,রঙের প্রলেপ
0.0,0.0,busker,রঙ্গজীবক
0.0,0.0,arena,রঙ্গভূমি
0.0,0.0,histrion,রঙ্গমঁচাভিনেতা
0.0,0.0,colored,রঙ্গিন
0.0,0.0,crayon,রঙ্গিন খড়ি
0.0,0.0,dappled-gray,রঙ্গিন ধূসর
0.0,0.0,composition,রচনা
0.0,0.0,compose,রচনা করা
0.0,0.0,diction,রচনাশৈলী
0.0,0.0,gamboge,রজন
0.0,0.0,amaryllis,রজনীগন্ধা-গোত্রীয় বিভিন্ন বৃক্ষ
0.0,0.125,aniline,রঞ্জক পদার্থ
0.0,0.0,dyeing,রঞ্জনবিদ্যা
0.0,0.625,bruit,রটান
0.25,0.0,corvette,রণতরিবিশেষ
0.0,0.375,battleship,রণতরী
0.0,0.0,armada,রণতরীর বহর
0.125,0.125,broadside,রণপোতের একপার্শ্বস্থিত সমুদয় কামান
0.0,0.0,bugler,রণশিঙ্গা-বাদক
0.0,0.25,combative,রণশীল
0.0,0.0,armament,রণসজ্জা
0.0,0.0,drop_zone,রতশ রত
0.0,0.0,coition,রতিক্রিয়া
0.0,0.0,gemstone,রত্ন পাথর
0.0,0.0,jewels-of-opar,রত্ন-অফ-ওপার
0.0,0.0,chariot,রথ
0.625,0.0,abolishment,রদ
0.0,0.125,altered,রদবদল করা
0.0,0.0,cuisine,রন্ধনপ্রণালী
0.0,0.0,caboose,রন্ধনশালা
0.0,0.0,kitchener,রন্ধনশালার তত্ত্বাবধায়ক
0.0,0.0,culinary,রন্ধনসম্পর্কীয়
0.0,0.0,culinary_art,রন্ধনসম্পর্কীয় শিল্প
0.0,0.0,aperture,রন্ধ্র
0.0,0.0,export,রপ্তানি
0.0,0.0,exportation,রপ্তানিকরণ
0.0,0.0,exporter,রপ্তানিকারক
0.0,0.0,caoutchouc,রবার
0.0,0.25,gatecrasher,রবাহূত ব্যক্তি
0.5,0.0,enjoyment,রমণ
0.0,0.0,euphoria,রমরমা
0.0,0.0,belles-lettres,রম্যরচনা
0.0,0.5,cord_blood,রশির রক্ত
0.0,0.0,juice,রস
0.5,0.0,cognoscente,রসপণ্ডিত
0.0,0.0,humoral,রসসংক্রান্ত
0.0,0.0,gravy,রসা
0.0,0.0,gravy_boat,রসা নৌকা
0.0,0.0,antimony,রসাঁজন
0.0,0.0,abyss,রসাতল
0.0,0.0,humorous,রসাত্মক
0.0,0.0,chemistry,রসায়ন
0.0,0.0,chemist,রসায়নবিৎ
0.0,0.0,chemist's,রসায়নবিদ এর
0.625,0.25,entertaining,রসাল
0.0,0.125,appreciation,রসাস্বাদন
0.25,0.75,appreciative,রসিক
0.375,0.0,joke,রসিকতা
0.625,0.0,acquittance,রসিদ
0.0,0.0,garlic,রসুন
0.0,0.0,garlic_press,রসুন প্রেস
0.0,0.25,garlic_butter,রসুন মাখন
0.0,0.0,garlic_bread,রসুন রুটি
0.0,0.125,garlicky,রসুনতুল্য
0.0,0.0,garlic_clove,রসুনের ফালি
0.0,0.0,jokingly,রহস্যচ্ছলে
0.0,0.125,apocalyptic,রহস্যদঘাটন
0.0,0.25,cryptic,রহস্যপূর্ণ
0.0,0.0,jocosity,রহস্যপ্রি়তা
0.5,0.125,arcane,রহস্যময়
0.125,0.0,darkly,রহস্যময়ভাবে
0.0,0.0,clew,রহস্যের সূত্র
0.0,0.5,apocalypse,রহস্যোদ্ঘাটন
0.25,0.0,fitfully,রহিয়া রহিয়া
0.0,0.0,angelica,রাঁধায় ত্ত ঔষধে ব্যবহৃত সুগন্ধী লতাবিশেষ
0.0,0.0,cook,রাঁধুনি
0.0,0.0,anthropophagite,রাক্ষস
0.25,0.375,gigantism,রাক্ষসরোগ
0.25,0.0,cannibalistic,রাক্ষুসে
0.0,0.0,hold,রাখা
0.0,0.0,hold-down,রাখা-ডাউন
0.0,0.0,for_keeps,রাখার জন্য
0.0,0.0,cattleman,রাখাল
0.0,0.0,farm_boy,রাখাল ছেলে
0.0,0.0,cowboy_hat,রাখাল ছেলের টুপি
0.25,0.0,cowboy,রাখাল বালক
0.0,0.0,cowgirl,রাখালী
0.0,0.0,anger,রাগ
0.0,0.5,chafe,রাগান
0.0,0.0,fire_up,রাগান্বিত
0.125,0.625,irate,রাগাম্বিত
0.0,0.0,flounder,রাঘববোয়াল
0.0,0.125,flushed,রাঙা
0.375,0.125,brighten,রাঙান
0.5,0.0,kingly,রাজকীয়
0.25,0.0,fiscal,রাজকোষ
0.0,0.0,amnesty,রাজক্ষমা
0.0,0.0,attaint,রাজদ্রোহের অপরাধে দণ্ডিত করিয়া নাগরিক অধিকারাদি হইতে বঁচিত করা
0.0,0.0,capital,রাজধানী
0.0,0.0,emigre,রাজনীতিক প্রবাসী
0.0,0.0,demarche,রাজনীতিক বিচার
0.0,0.0,boodle,রাজনৈতিক ঘুস
0.0,0.0,caucus,রাজনৈতিক দলের সমিতি
0.5,0.0,kingship,রাজপদ
0.0,0.0,basilica,রাজপ্রাসাদ
0.0,0.0,dynasty,রাজবংশ
0.0,0.0,dynastic,রাজবংশীয়
0.0,0.0,bricklayer,রাজমিস্ত্রি
0.0,0.0,houseful,রাজসংসার
0.0,0.0,divan,রাজসভা
0.0,0.0,king_cobra,রাজসর্প
0.0,0.0,approver,রাজসাক্ষী
0.0,0.0,battle_royal,রাজসিক সৈন্য
0.0,0.0,fiscal_policy,রাজস্ব নীতি
0.0,0.0,barnacle,রাজহংসবিশেষ
0.0,0.0,gander,রাজহাঁস
0.0,0.0,king,রাজা
0.0,0.0,king_arthur,রাজা আর্থার
0.0,0.0,king_crab,রাজা কাঁকড়া
0.0,0.0,king_james,রাজা জেমস
0.0,0.0,king-sized,রাজা মাপের
0.0,0.125,kinglike,রাজোচিতভাবে
0.0,0.0,kingdom,রাজ্য
0.0,0.0,governor,রাজ্যপাল
0.0,0.0,coronation,রাজ্যাভিষেক
0.0,0.0,elizabethan,রাণী এলিজাবেথের সমসাময়িক
0.0,0.0,ceaselessly,রাতদিন
0.0,0.0,dinner_table,রাতের খাবারের টেবিল
0.0,0.0,dinner_set,রাতের খাবারের বাসন পত্র
0.125,0.0,charley-horse,রাতের পাহারাদার-ঘোড়া
0.0,0.25,benighted,রাত্রিগ্রস্ত
0.0,0.0,belted,রান
0.0,0.0,juno,রানীতুল্যা রমণী
0.125,0.0,cooking,রান্না
0.556,0.444,delicatessen,রান্না করা সুস্বাদু খাদ্যাদি
0.0,0.0,cooking_pan,রান্না প্যান
0.0,0.0,kitchen,রান্নাঘর
0.0,0.0,kitchen_stove,রান্নাঘরের চুলা
0.0,0.125,kitchen_cabinet,রান্নাঘরের তাক
0.0,0.0,kitchen_range,রান্নাঘরের পরিসর
0.0,0.0,kitchen_sink,রান্নাঘরের সিংক
0.0,0.0,broiling,রান্নার
0.0,0.0,cooking_stove,রান্নার চুলা
0.0,0.0,kitchen_table,রান্নার টেবিল
0.0,0.0,cooking_oil,রান্নার তেল
0.0,0.0,cookery_book,রান্নার বই
0.0,0.0,detritus,রাবিশ
0.0,0.0,iris,রামধনু
0.0,0.0,decision,রায়
0.0,0.0,balalaika,রাশিয়ার এবং পূর্ব ইউরোপে জনপ্রিয় গিটারজাতীয় এক ধরনের বাজনা
0.0,0.125,aggregated,রাশীকৃত
0.0,0.0,amass,রাশীকৃত করা
0.0,0.0,head_of_state,রাষ্ট্র প্রধান
0.0,0.0,department_of_state,রাষ্ট্র বিভাগ
0.0,0.125,ambassador,রাষ্ট্রদূত
0.0,0.0,ambassadorial,রাষ্ট্রদূতসংক্রান্ত
0.0,0.0,commonwealth,রাষ্ট্রমণ্ডল
0.125,0.0,gustatory,রাসন
0.0,0.0,chemical,রাসায়নিক
0.0,0.0,chemical_weapon,রাসায়নিক অস্ত্র
0.0,0.0,chemical_plant,রাসায়নিক উদ্ভিদ
0.0,0.0,chemical_element,রাসায়নিক উপাদান
0.0,0.0,chemical_substance,রাসায়নিক পদার্থ
0.0,0.0,chemical_change,রাসায়নিক পরিবর্তন
0.0,0.0,chemical_engineering,রাসায়নিক প্রকৌশল
0.0,0.0,chemical_reaction,রাসায়নিক বিক্রিয়া
0.0,0.0,chemical_analysis,রাসায়নিক বিশ্লেষণ
0.125,0.25,chemotherapy,রাসায়নিক মিশ্রপ্রয়োগে রোগচিকিত্সা
0.0,0.0,chemical_warfare,রাসায়নিক যুদ্ধ
0.0,0.0,butane,রাসায়নিক যৌগ
0.0,0.0,bichromate,রাসায়নিক লবণবিশেষ
0.0,0.0,chemical_energy,রাসায়নিক শক্তি
0.0,0.0,chemical_industry,রাসায়নিক শিল্প
0.0,0.0,chemical_equilibrium,রাসায়নিক সাম্যাবস্থা
0.0,0.0,chemical_formula,রাসায়নিক সূত্র
0.25,0.0,chemically,রাসায়নিকভাবে
0.0,0.375,byroad,রাস্তা দ্বারা
0.0,0.0,crossroads,রাস্তা পারাপার
0.0,0.0,hydrant,রাস্তার ধারে ধারে যে জলের কল থাকে
0.0,0.0,carriageway,রাস্তার যে অংশ দিয়া যানবাহন চলাচল করে
0.125,0.125,dead-end_street,রাস্তার শেষ মাথা
0.0,0.0,curbstone,রাস্তাসংলগ্ন প্রস্তর
0.0,0.0,brigand,রাহাজান
0.0,0.0,banditry,রাহাজানি
0.0,0.0,jinrikisha,রিকশা
0.0,0.0,choler,রিপু
0.0,0.0,debriefing,রিপোর্ট
0.0,0.0,darning,রিফুকর্ম
0.0,0.0,darner,রিফুকর্মকারী
0.375,0.0,benevolently,রিযিক
0.0,0.0,apostleship,রিসালাত
0.0,0.0,genre,রীতি
0.0,0.0,customarily,রীতিমত
0.0,0.0,consuetudinary,রীতিসিদ্ধ
0.125,0.0,call_at,রু
0.75,0.0,bowing,রুকু
0.0,0.25,forfend,রুখে দেওয়া
0.25,0.5,ill_health,রুগ্ন স্বাস্থ
0.375,0.0,daintily,রুচিসম্মতভাবে
0.0,0.0,bread,রুটি
0.0,0.0,bread_and_butter,রুটি এবং মাখন
0.0,0.0,bread_maker,রুটি তৈরি করার যন্ত্র
0.0,0.0,bread_dough,রুটি মালকড়ি
0.0,0.0,bread-bin,রুটি-বিন
0.0,0.0,bread_knife,রুটির ছুরি
0.0,0.0,breadbox,রুটির ঝুরি
0.0,0.0,bread-stick,রুটি-স্টিক
0.25,0.5,coarsened,রুঢ়
0.0,0.875,harshness,রুঢ়তা
0.0,0.625,adiabatic,রুদ্ধতাপীয়
0.0,0.125,complexion,রুপ
0.0,0.25,aberrate,রুপ পরিগ্রহ করা
0.25,0.0,fairy_godmother,রুপকথার দেবী
0.0,0.0,allegory,রুপকবর্ণনা
0.0,0.0,dresser,রুপকার
0.25,0.0,inalterable,রুপান্তরহীন
0.0,0.0,inflected,রুপান্তরিত
0.0,0.0,handkerchief,রুমাল
0.0,0.0,cavalier,রূক্ষ
0.0,0.0,crossly,রূক্ষভাবে
0.0,0.0,bedpan,রূগ্ণ ব্যক্তিদিগের জন্য শয্যায় মলত্যাগের পাত্রবিশেষ
0.0,0.0,flavorless,রূচিকর সুগন্ধহীন
0.25,0.125,indecorous,রূচিবিরূদ্ধ
0.0,0.0,baker,রূটিত্তয়ালা
0.0,0.0,choked,রূদ্ধ
0.0,0.0,breathless,রূদ্ধশ্বাস
0.0,0.0,fairy_tale,রূপকথা
0.0,0.0,figuratively,রূপকভাবে
0.0,0.0,convert,রূপান্তর
0.0,0.0,conversion_factor,রূপান্তর ফ্যাক্টর
0.0,0.0,invert_sugar,রূপান্তরিত চিনি
0.0,0.0,argent,রূপালি
0.375,0.25,hankie,রূমাল
0.0,0.0,bandanna,রূমালবিশেষ
0.0,0.0,baton,রূল
0.125,0.125,adumbration,রেখাভাস
0.0,0.25,euphemism,রেখাসমূহ
0.0,0.0,cathartic,রেচক
0.0,0.0,catharsis,রেচন
0.125,0.0,embattled,রেডিও তেহরান
0.0,0.0,cliffhanger,রেডিত্ততে বলা আকর্ষজনক গল্প
0.0,0.0,feeler,রেফ
0.0,0.0,fridge,রেফ্রিজারেটর
0.0,0.0,entrain,রেলগাড়িতে চড়া
0.0,0.0,brakeman,রেলগাড়ির ব্রেকনিয়ন্ত্রণকারী
0.25,0.125,bogie,রেলের বগি
0.0,0.0,gantry,রেলের সিগন্যাল
0.0,0.0,grenadine,রেশম ও পশম মেশানো
0.0,0.0,floss,রেশমের ফেঁসো
0.0,0.0,demobilise,রেহাই করা
0.375,0.25,disease,রোগ
0.25,0.0,diagnosis,রোগ নির্ণয়
0.25,0.0,diagnosable,"রোগ নির্ণয়,"
0.0,0.0,immune_system,রোগ প্রতিরোধক ব্যবস্থাপনা
0.0,0.0,chiropractor,রোগচিকিত্সাবিশেষ
0.0,0.0,bacillus,রোগজীবাণু
0.0,0.0,bacteriology,রোগজীবাণুতত্ত্ব
0.0,0.0,bacteriological,রোগজীবাণুতত্ত্বসম্বন্ধীয়
0.0,0.0,bacteriologist,রোগজীবাণুবিৎ
0.0,0.0,comedo,রোগবিশেষ
0.0,0.0,clinical,রোগশয্যা
0.0,0.0,contagion,রোগসংক্রমণ
0.0,0.0,cachexy,রোগাক্রমণ
0.0,0.0,cachectic,রোগাক্রান্ত
0.0,0.25,ergot,রোগাক্রান্ত উদ্ভিদ
0.0,0.0,case_history,রোগীর স্বাস্থ্যাদির বিবরণ
0.0,0.0,immunology,রোগের অনাক্রম্যতা
0.375,0.25,idiopathy,রোগের কারণ জানা যায়
0.0,0.0,blocking,রোধক
0.0,0.0,implantation,রোপণ
0.0,0.0,byzantium,রোম
0.0,0.0,faun,রোমক পুরাণে বর্ণিত ছাগলের শিং ও লেজযুক্ত গ্রাম্য দেবতা
0.0,0.0,horripilation,রোমাঁচ
0.0,0.0,breviary,রোমান ক্যাথলিকদিগের দৈনিক স্তোত্রসংগ্রহ
0.0,0.0,hyades,রোহিনী-নক্ষত্র
0.0,0.0,adust,রৌদ্রদগ্ধ
0.125,0.0,adobe,রৌদ্রপক্ব ইষ্টক
0.375,0.125,argentiferous,রৌপ্যাত্পাদী
0.0,0.0,green-eyed,র্ষান্বিত
0.25,0.0,diagnostic,লক্ষণ
0.0,0.0,betoken,লক্ষণ দেখান
0.0,0.0,diagnose,লক্ষণ দেখিয়া নির্ণয় করা
0.0,0.0,indicatory,লক্ষণযুক্ত
0.125,0.0,highlight,লক্ষণীয় করা
0.125,0.0,conspicuously,লক্ষণীয়ভাবে
0.0,0.0,blinking,লক্ষ্মীছাড়া
0.0,0.0,aim,লক্ষ্য
0.125,0.0,focus_on,লক্ষ্য করা
0.0,0.0,goal-directed,লক্ষ্য নির্দেশ
0.0,0.0,goal-kick,লক্ষ্য পদাঘাত
0.625,0.25,erratic,লক্ষ্যভ্রষ্ট
0.0,0.0,goalpost,লক্ষ্যস্থল
0.0,0.0,cynosure,লঘু সপ্তর্ষিমণ্ডল
0.25,0.25,commutation,লঘুকরণ
0.0,0.0,giddily,লঘুচিত্তভাবে
0.375,0.125,jaunty,লঘুচেতা
0.0,0.0,hussar,লঘুভার অশ্বারোহী সৈনিক
0.0,0.0,cerebellum,লঘুমস্তিষ্ক
0.0,0.0,floccule,লঘুমস্তিস্কের নিম্নদেশে অবস্থিত ক্ষুদ্র খণ্ডবিশেষ
0.0,0.0,capsicum,লঙ্কা
0.0,0.0,chili_powder,লঙ্কাগুঁড়া
0.0,0.0,breach,লঙ্ঘন
0.0,0.125,contravene,লঙ্ঘন করা
0.0,0.125,chicle,লজেঁচুসবিশেষ
0.125,0.0,candy_store,লজেন্সের দোকান
0.0,0.125,impudent,লজ্জাহীন
0.0,0.0,abashed,লজ্জিত
0.125,0.25,baggage,লটবহর
0.0,0.0,gamecock,লড়াইয়ে মোরগ
0.25,0.0,clearstory,লণ্ঠনের ভাগ
0.0,0.0,cockney,লণ্ডনবাসী
0.0,0.0,climber,লতা
0.125,0.0,cirrus,লতাতন্তু
0.0,0.0,creeping,লতানে
