PosScore,NegScore,SynsetTermsSplitted,বঙ্গানুবাদ
0.25,0,massiveness,বিশালত্ব
0.375,0,distinguished,বিশিষ্ট
0,0,distinguished conduct medal,বিশিষ্ট আচরণের মেডেল
0,0,eminent domain,বিশিষ্ট ডোমেইন
0,0,multistage rocket,বিশিষ্ট রকেট
0,0,distinguished service order,বিশিষ্ট সেবা অর্ডার
0.125,0,distinguished service cross,বিশিষ্ট সেবা ক্রস
0,0,distinguished service medal,বিশিষ্ট সেবা পদক
0,0,speciality,বিশিষ্টতা
0,0,specialty store,বিশিষ্টতা দোকান
0,0,cadaveric,বিশীর্ণ
0,0,cadaver,বিশীর্ণ দেহ
0.375,0.125,pure,বিশুদ্ধ
0.375,0.125,pure absence,বিশুদ্ধ অনুপস্থিতি
0,0.25,make pure,বিশুদ্ধ করা
0,0,pure imaginary number,বিশুদ্ধ কাল্পনিক সংখ্যা
0,0,bloodstock,বিশুদ্ধ কুলীনজাতের অশ্বসমূহ
0,0,pure mathematics,বিশুদ্ধ গণিত
0,0,distilled water,বিশুদ্ধ পানি
0,0,pure binary numeration system,বিশুদ্ধ বাইনারি সংখ্যাপাতকরণ সিস্টেম
0,0,pureblood,বিশুদ্ধ রক্ত
0,0,pure tone,বিশুদ্ধ স্বন
0,0.125,decontamination,বিশুদ্ধতা
0,0,authenticate,বিশুদ্ধতা প্রমাণ করা
0,0,purely,বিশুদ্ধরূপে
0,0.5,morose,বিশুষ্ক
0,0.125,desiccation,বিশুষ্কীকরণ
0,0,chaotic,বিশৃঙ্খল
0,0,chaotic attractor,বিশৃঙ্খল অ্যাট্রাক্টর
0,0,pie crust,বিশৃঙ্খল আবরণ
0,0,derange,বিশৃঙ্খল করা
0,0.25,disorganized type schizophrenia,বিশৃঙ্খল টাইপ সিজোফ্রেনিয়ার
0,0.125,helter-skelter,বিশৃঙ্খল ভিড়
0,0.25,disorganized schizophrenia,বিশৃঙ্খল সিজোফ্রেনিয়ার
0,0,uncluttered,বিশৃঙ্খলমুক্ত
0,0,chaos,বিশৃঙ্খলা
0,0,dehorn,বিশৃঙ্গ করা
0,0,mess up,বিশৃুঙ্খলা
0,0,especial,বিশেষ
0,0,special drawing rights,বিশেষ অঙ্কন অধিকার
0,0,special session,বিশেষ অধিবেশন
0.125,0.5,special weapons and tactics team,বিশেষ অস্ত্র ও কৌশল দল
0.125,0.5,special weapons and tactics squad,বিশেষ অস্ত্র ও কৌশল স্কোয়াড
0,0,special act,বিশেষ আইন
0,0,special interest,বিশেষ আগ্রহ
0,0,special court-martial,বিশেষ আদালত-সামরিক
0.125,0.125,special relativity,বিশেষ আপেক্ষিকতা
0.125,0.125,special relativity theory,বিশেষ আপেক্ষিকতা তত্ত্ব
0,0,additive,বিশেষ উদ্দেশ্যে সংযোজনের বস্তু
0,0.125,vinyl,বিশেষ একধরনের প্লাস্টিক
0,0,vinyl group,বিশেষ একধরনের প্লাস্টিক গ্রুপ
0,0,vinyl ether,বিশেষ একধরনের প্লাস্টিক থার
0,0,vinyl polymer,বিশেষ একধরনের প্লাস্টিক পলিমার
0,0,vinyl radical,বিশেষ একধরনের প্লাস্টিক ভিত্তিগত
0,0,vinyl resin,বিশেষ একধরনের প্লাস্টিক রজন
0,0,vinyl cyanide,বিশেষ একধরনের প্লাস্টিক সায়ানাইড
0,0,individualize,বিশেষ করা
0,0,prerogative,বিশেষ ক্ষমতা
0.375,0,untalented,বিশেষ গুণের অধিকারী নয়
0,0,special contract,বিশেষ চুক্তি
0,0,labrador retriever,বিশেষ জাতের শিকারি কুকুর
0,0,special jury,বিশেষ জুরি
0,0,special k,বিশেষ ট
0,0,mare clausum,বিশেষ দেশের এলাকাধীন সমুদ্রভাগ
0,0,nb,বিশেষ দ্রষ্টব্য
0.125,0,gestalt psychology,বিশেষ ধরনের উপলব্ধি
0,0,mannerism,বিশেষ ধারা
0,0,particular proposition,বিশেষ প্রতিজ্ঞা
0,0,special agent,বিশেষ প্রতিনিধি
0.125,0.125,special pleading,বিশেষ প্রতিবাদী
0,0,particular baptist,বিশেষ বাপ্তিস্মদাতা
0,0,special delivery,বিশেষ বিতরণ
0,0,special assessment,বিশেষ মূল্যায়ন
0.25,0,sexed,বিশেষ যৌন স্বভাব
0,0,visaged,বিশেষ রকমের মুখবিশিষ্ট
0.125,0.5,special verdict,বিশেষ রায়
0,0,special branch,বিশেষ শাখা
0.125,0.5,special education,বিশেষ শিক্ষা
0,0,assortative mating,বিশেষ শ্রেণীভুক্ত মিলনের ফলে
0,0,expert,বিশেষজ্ঞ
0.25,0.5,expert witness,বিশেষজ্ঞ সাক্ষী
0.125,0.5,specialisation,বিশেষজ্ঞতা
0,0,adjective,বিশেষণ
0.625,0,attributable,বিশেষণীয়
0,0,adverb,বিশেষণের বিশেষণ
0,0,especially,বিশেষত
0,0,motorman,বিশেষতঃ ইকেলট্রিক ট্রেন বা ট্রামের মোটরের ভারপ্রাপ্ত কর্মচারী
0,0,piccaninny,বিশেষতঃ নিগ্রো শিশু
0,0,particularity,বিশেষত্ব
0,0,tailor-made,বিশেষভাবে উপযুক্ত
0,0,purpose-built,বিশেষভাবে নির্মিত
0,0,noun,বিশেষ্য
0,0,noun phrase,বিশেষ্য ফ্রেজ
0,0,substantival,বিশেষ্যমূলক
0.25,0.375,purgatorial,বিশোধনমূলক
0,0,expurgated,বিশোধিত
0,0,absorbent,বিশোষক
0,0,absorbent material,বিশোষক উপাদান
0,0,absorbent cotton,বিশোষক তুলো
0,0,universe,বিশ্ব
0,0,world meteorological organization,বিশ্ব আবহাওয়া সংস্থার
0,0,world-weary,বিশ্ব ক্লান্ত
0.375,0.125,world-weariness,বিশ্ব ক্লান্তি
0.25,0,world-shattering,বিশ্ব ফাটিয়ে
0,0,world trade center,বিশ্ব বাণিজ্য কেন্দ্র
0,0,world trade organization,বিশ্ব বাণিজ্য সংস্থা
0,0,world bank,বিশ্ব ব্যাংক
0.25,0,world record,বিশ্ব রেকর্ড
0,0,world power,বিশ্ব শক্তি
0,0,world organisation,বিশ্ব সংগঠন
0,0,world health organization,বিশ্ব স্বাস্থ্য সংস্থা
0.125,0,amp,বিশ্বকাপ
0,0,encyclopaedia,বিশ্বকোষ
0,0,catholic,বিশ্বজনীন
0.375,0.375,universality,বিশ্বজনীনতা
0,0,cosmopolite,বিশ্বনাগরিক
0.5,0,philanthropic,বিশ্বপ্রেমিক
0,0,coeducational,বিশ্ববিদ্যালয়
0,0,university extension,বিশ্ববিদ্যালয় এক্সটেনশন
0,0,readership,বিশ্ববিদ্যালয়ের অধ্যাপকের গদ
0,0,university student,বিশ্ববিদ্যালয়ের ছাত্র
0,0,academician,বিশ্ববিদ্যালয়ের সভ্য
0,0,baccalaureate,বিশ্ববিদ্যালয়ের স্নাতকোপাধি
0,0.125,universalism,বিশ্ববোধের
0.25,0,global,বিশ্বব্যাপী
0.25,0,global aphasia,বিশ্বব্যাপী বাকরোধ
0,0,global organization,বিশ্বব্যাপী সংগঠন
0.625,0,world-class,বিশ্বমানের
0,0,world war,বিশ্বযুদ্ধ
0,0,world war 2,বিশ্বযুদ্ধ ২
0.125,0,liegeman,বিশ্বস্ত অনুচর
0,0,trust account,বিশ্বস্ত অ্যাকাউন্ট
0,0.75,untrustworthiness,বিশ্বস্ততাও
0,0,globalisation,বিশ্বায়নের
0.125,0,believe,বিশ্বাস করা
0,0,tantalize,বিশ্বাস জাগাইয়া প্রতারণা করা
0.25,0,persuadable,বিশ্বাস বা প্রত্যয় উত্পাদন
0,0,antitrust law,বিশ্বাস বিরোধী আইন
0.125,0.375,betrayer,বিশ্বাসঘাতক
0.375,0,judas,বিশ্বাসঘাতক লোক
0.125,0.375,betrayal,বিশ্বাসঘাতকতা
0,0.125,double cross,বিশ্বাসঘাতকতা করা
0.125,0,traitorous,বিশ্বাসঘাতকতাপূর্ণ
0.25,0,credulous,বিশ্বাসপ্রবণ
0.375,0,credulity,বিশ্বাসপ্রবণতা
0.125,0,believable,বিশ্বাসযোগ্য
0.375,0,credibility,বিশ্বাসযোগ্যতা
0.125,0,believability,বিশ্বাসযোগ্যতা উভয়ই
0.375,0.375,credibly,বিশ্বাসযোগ্যভাবে
0,0.75,incredulous,বিশ্বাসহীন
0.125,0,misgive,বিশ্বাসহীন করা
0.5,0,believer,বিশ্বাসী
0.125,0.25,verisimilar,বিশ্বাস্য
0,0,world premiere,বিশ্বে প্রিমিয়ার
0.125,0,world-beater,বিশ্বের আঘাতকারী
0,0,world court,বিশ্বের আদালত
0,0,world tamil movement,বিশ্বের তামিল আন্দোলন
0,0,world tamil association,বিশ্বের তামিল সমিতি
0,0,world view,বিশ্বের দৃশ্য
0,0,world traveler,বিশ্বের পান্থ
0.25,0,rested,বিশ্রান্ত
0,0,repose,বিশ্রাম
0,0.125,rest area,বিশ্রাম এলাকা
0,0,rest on,বিশ্রাম নাও
0,0,sabbatical year,বিশ্রাম বছর
0,0,rest stop,বিশ্রাম বন্ধ
0,0,sabbatical leave,বিশ্রাম স্তর
0,0,rest-cure,বিশ্রাম-চিকিত্সা
0,0,sabbath school,বিশ্রামবারে স্কুল
0,0.125,demulcent,বিশ্রামরত
0,0,restless legs,বিশ্রামহীন পা
0,0.5,restless legs syndrome,বিশ্রামহীন পা সিন্ড্রোম
0,0,rest house,বিশ্রামাগার
0,0,at rest,বিশ্রামে
0,0,resting potential,বিশ্রামের সম্ভাব্য
0,0.75,awkward,বিশ্রী
0,0,botch,বিশ্রী দাগ
0,0,shabbily,বিশ্রীভাবে
0,0,analyser,বিশ্লেষক
0,0,analysis,বিশ্লেষণ
0,0,analyse,বিশ্লেষণ করা
0,0,analytic,বিশ্লেষণমূলক
0,0,analytic thinking,বিশ্লেষণমূলক চিন্তা
0,0,analytic geometry,বিশ্লেষণমূলক জ্যামিতি
0,0,analytical,বিশ্লেষণাত্মক
0,0,analytical cubism,বিশ্লেষণাত্মক কিউবিজম
0,0,analytical geometry,বিশ্লেষণাত্মক জ্যামিতি
0.125,0,analytical review,বিশ্লেষণাত্মক পর্যালোচনা
0,0,analytical balance,বিশ্লেষণাত্মক ভারসাম্য
0,0,analytically,বিশ্লেষণী
0,0.5,poison,বিষ
0,0.125,poison ivy,বিষ আইভি
0,0.125,poison oak,বিষ ওক
0,0,poison bush,বিষ গুল্ম
0,0.5,poison ash,বিষ ছাই
0,0.5,poison arrow plant,বিষ তীর উদ্ভিদ
0,0.125,poison mercury,বিষ পারদ
0,0.125,poison parsley,বিষ পার্সলে
0.25,0.25,toxin antitoxin,বিষ প্রতিবিষ
0.125,0,poison pill,বিষ বড়ি
0,0,poison pea,বিষ মটর
0,0.125,poison hemlock,বিষ হেমলক
0,0.25,belladonna,বিষকাঁটালি
0.375,0.5,toxicant,বিষঘটিত
0.375,0.5,antidotal,বিষঘ্ন
0,0,poisoning,বিষণ
0,0.125,depressing,বিষণ্ণ
0.25,0.625,mumps,বিষণ্ণ নীরবতা
0.125,0.75,saturnine,বিষণ্ণ মেজাজসম্পন্ন
0,0,dusky-colored,বিষণ্ণ রঙের
0,0,dusky salamander,বিষণ্ণ স্যালামাণ্ডার
0,0,dusky shark,বিষণ্ণ হাঙ্গর
0,0.625,depressive,বিষণ্ণতা
0,0.25,hypochondriac,বিষণ্ণপ্রকৃতি
0,0.375,depression,বিষণ্নতা
0,0.625,dejectedly,বিষণ্নভাবে
0,0,aspic,বিষধর ক্ষুদ্র সর্পবিশেষ
0,0,venomous lizard,বিষধর টিকটিকি
0.25,0,morosely,বিষন্নমুখে
0,0.375,poisoner,বিষপ্রয়োজক
0,0.25,toxicity,বিষবিদ্যা
0,0,curare,বিষবিশেষ
0,0.125,poison-berry,বিষ-বেরি
0,0,choking,বিষম
0,0,choking coil,বিষম কুণ্ডলী
0,0,heterosexual person,বিষমকামী ব্যক্তি
0,0,astigmatic,বিষমদৃক্
0,0,astigmatism,বিষমদৃষ্টি
0,0.125,scalene,বিষমভুজ
0,0,steelyard,বিষমভুজ তুলা
0,0.5,scalene triangle,বিষমভুজ ত্রিভুজ
0.125,0.75,venomed,বিষময়
0,0,subject,বিষয়
0,0,subject case,বিষয় কেস
0.25,0,worldly-wise,বিষয়কর্মে অভিজ্ঞ
0.125,0,contextually,বিষয়গতভাবে
0,0,tubed,বিষয়বস্তু অপসারণ করুন
0,0,crossheading,বিষয়বস্তু নির্দেশক শিরনাম
0,0,content word,বিষয়বস্তু শব্দ
0.5,0.125,worldly-minded,বিষয়বুদ্ধিসম্পন্ন
0,0,thematic apperception test,বিষয়ভিত্তিক আত্মদর্শন পরীক্ষা
0,0,thematic vowel,বিষয়ভিত্তিক স্বরবর্ণ
0,0,agenda,বিষয়সূচি
0,0,subjective,বিষয়ী
0,0,hemlock,বিষলতাবিশেষ
0.125,0.25,nonvenomous,বিষহীন
0.125,0.25,nonpoisonous,বিষাক্ত অ
0,0.25,poisonous plant,বিষাক্ত উদ্ভিদ
0.125,0.375,envenom,বিষাক্ত করা
0,0.125,poison gas,বিষাক্ত গ্যাস
0.125,0,phosgene,বিষাক্ত গ্যাস-বিশেষ
0,0,poisonous parasol,বিষাক্ত ছাতার
0,0.75,poisonous nightshade,বিষাক্ত নিদ্রা উদ্রেককর লতা
0,0.25,mephitis,বিষাক্ত নির্যাস
0,0,mephitis mephitis,বিষাক্ত নির্যাস বিষাক্ত নির্যাস
0,0.25,poisonous substance,বিষাক্ত পদার্থ
0,0.25,toxic waste,বিষাক্ত বর্জ্য
0,0,toxic waste area,বিষাক্ত বর্জ্য এলাকায়
0,0,toxic waste dump,বিষাক্ত বর্জ্য ডাম্প
0.125,0,toxic waste site,বিষাক্ত বর্জ্য সাইট
0,0,tarantula,বিষাক্ত মাকড়সা
0,0.125,toxic shock,বিষাক্ত শক
0,0.125,toxic shock syndrome,বিষাক্ত শক সিনড্রোম
0,0.125,toxic condition,বিষাক্ত শর্ত
0,0.125,toxic industrial waste,বিষাক্ত শিল্প বর্জ্য
0,0.125,toxic site,বিষাক্ত সাইটে
0,0,gloom,বিষাদ
0,0.625,glum,বিষাদগ্রস্ত
0,0.25,jeremiad,বিষাদগ্রস্ত অনুযোগ
0,0,equinox,বিষুব
0,0,equator,বিষুবরেখা
0,0,equinoctial storm,বিষুবরেখা ঝড়
0,0,equinoctial year,বিষুবরেখা বছর
0,0,declination,বিষুবলম্ব
0,0,right ascension,বিষুবাংশ
0,0,crap,বিষ্ঠা
0,0,crap game,বিষ্ঠা খেলা
0,0,crap shooting,বিষ্ঠা শুটিং
0,0,crap-shooter,বিষ্ঠা-শ্যুটার
0,0.375,vishnu,বিষ্ণু
0,0,phenomenal,বিষ্ময়কর
0.25,0.25,inharmonic,বিসংবাদী
0,0,biscuit,বিসকুট
0,0,contrasting,বিসদৃশ
0,0,bismarck,বিসমার্ক
0,0,bismarck archipelago,বিসমার্ক দ্বীপমালা
0,0,bismarck sea,বিসমার্ক সী
0,0.5,abandonment,বিসর্জন
0,0,meander,বিসর্প
0,0,bissau,বিসাউ
0,0,choleraic,বিসুচিকাঘটিত
0,0,cracker,বিস্কুট
0,0.125,downsizing,বিস্তর
0,0,spread head,বিস্তার মাথা
0,0,spread-out,বিস্তার-আউট
0,0,expandable,বিস্তারযোগ্য
0,0,detail,বিস্তারিত
0,0,disquisition,বিস্তারিত বক্তৃতা বা রচনা
0,0,broadly speaking,বিস্তারিত বলতে গেলে
0,0,in an elaborate way,বিস্তারিত ভাবে
0.5,0,elaborately,বিস্তারিতভাবে
0,0,widen,বিস্তীর্ণ করা
0,0,moor,বিস্তীর্ণ পতিত জমি
0,0,rangy,বিস্তৃত
0,0,expand,বিস্তৃত করা
0,0,broad-headed,বিস্তৃত কেশ
0,0,broad arrow,বিস্তৃত তীর
0,0,broad-leaved,বিস্তৃত পত্রী
0,0,broad interpretation,বিস্তৃত ব্যাখ্যা
0,0,broad jump,বিস্তৃত লাফ
0,0,broadly,বিস্তৃতভাবে
0,0,expatiate,বিস্তৃতভাবে আলোচনা করা
0,0,deployment,বিস্তৃতি
0,0,gain ground,বিস্তৃতি লাভ করা
0.25,0.5,explosive,বিস্ফোরক
0,0,explosive unit,বিস্ফোরক ইউনিট
0,0,explosive charge,বিস্ফোরক চার্জ
0,0,explosive trace detection,বিস্ফোরক ট্রেস সনাক্তকরণ
0,0,detonating device,বিস্ফোরক ডিভাইস
0,0,detonator,বিস্ফোরক পদার্থ
0,0,bursting explosive,বিস্ফোরক ফেটে যাওয়া
0.375,0,disrupting explosive,বিস্ফোরক ব্যাহত
0,0.125,explosive mixture,বিস্ফোরক মিশ্রণ
0,0,explosive device,বিস্ফোরক যন্ত্র
0,0.125,explosive compound,বিস্ফোরক যৌগ
0,0,explosive detection system,বিস্ফোরক সনাক্তকরণ সিস্টেম
0,0,cordite,বিস্ফোরকবিশেষ
0,0.125,blast,বিস্ফোরণ
0,0,combust,বিস্ফোরণ ঘটাতে
0,0,erupt,বিস্ফোরণ হত্তয়া
0,0.125,kiloton,বিস্ফোরণ-শক্তির একক
0.125,0.5,eruptive,বিস্ফোরণশীল
0,0.375,blast wave,বিস্ফোরণে তরঙ্গ
0,0.375,blast trauma,বিস্ফোরণে মানসিক আঘাত
0.5,0,exploded,বিস্ফোরিত
0,0,explode,বিস্ফোরিত করা
0,0,detonate,বিস্ফোরিত হত্তয়া
0,0.625,rancid,বিস্বাদ
0,0,bannock,বিস্বাদ পাতলা রুটি
0.375,0.25,surprise,বিস্ময়
0.5,0.25,astonishing,বিস্ময়কর
0,0,corker,বিস্ময়কর বস্তু
0,0,thaumaturge,বিস্ময়কর সাধক
0,0.25,amazingly,বিস্ময়করভাবে
0,0.5,wonder-struck,বিস্ময়বিহ্বল
0,0.125,exclamation mark,বিস্ময়বোধক চিহ্ন
0,0,exclamation point,বিস্ময়বোধক বিন্দু
0.25,0.25,exclamatory,বিস্ময়সূচক
0,0.25,astound,বিস্ময়াভিভূত করা
0,0,aghast,বিস্ময়ে হতবুদ্ধি
0,0,wonder woman,বিস্ময়ের নারী
0,0.25,amazed,বিস্মিত
0,0,bismuth,বিস্মিতক
0,0,bird's-eye,বিহঙ্গম
0,0,bihar,বিহার
0,0,dally,বিহার করা
0,0,promenade deck,বিহার ডেক
0,0,bihari,বিহারি
0,0,prescribe,বিহিত করা
0,0.25,despoil,বিহীন করা
0,0,vertiginous,বিহ্বল
0,0,abash,বিহ্বল করা
0,0,abashment,বিহ্বলতা
0,0,beech,বীচবৃক্ষসংক্রান্ত
0,0,beech tree,বীচবৃক্ষসংক্রান্ত গাছ
0,0,beech marten,বীচবৃক্ষসংক্রান্ত মার্টেন
0.375,0.125,pip,বীচি
0,0,seed,বীজ
0,0,seed weevil,বীজ উইভিল
0,0.125,seed plant,বীজ উদ্ভিদ
0,0,seed catalog,বীজ ক্যাটালগ
0,0,seed shrimp,বীজ চিংড়ি
0,0,seed oyster,বীজ ঝিনুক
0,0,seed money,বীজ টাকা
0,0,seed cake,বীজ পিষ্টক
0,0,seed beetle,বীজ পোকা
0,0,seed vessel,বীজ বদনা
0,0,seed corn,বীজ ভূট্টা
0,0,radicle,বীজ মূল
0,0,seed lac,বীজ লক্ষ
0.5,0,seed grain,বীজ শস্য
0,0,seedpod,বীজ শুঁটি
0,0,seed stock,বীজ স্টক
0,0,boll,বীজকোষ
0,0.125,algebra,বীজগণিত
0,0.125,algebraic,বীজগাণিতিক
0,0,algebraic language,বীজগাণিতিক ভাষা
0,0,algebraic number,বীজগাণিতিক সংখ্যা
0,0,spore,বীজগুটি
0,0,spore sac,বীজগুটি কোষ
0,0,spore case,বীজগুটি ক্ষেত্রে
0.5,0,spore-bearing,বীজগুটি জন্মদানে
0,0,spore mother cell,বীজগুটি মা সেল
0,0,seedbed,বীজতলা
0,0,seed coat,বীজত্বক
0,0,cotyledon,বীজপত্র
0,0,seedsman,বীজবপক
0,0,seedtime,বীজবপনের কাল
0.375,0.5,antiseptic,বীজবারক
0,0.125,antisepsis,বীজবারণ
0,0,seeder,বীজবিক্রেতা
0,0,seeded,বীজযুক্ত
0,0,seeded raisin,বীজযুক্ত কিশমিশ
0,0,germinal,বীজসংক্রান্ত
0,0,germinal area,বীজসদৃশ এলাকায়
0,0,germinal disc,বীজসদৃশ ডিস্ক
0,0.25,seedless,বীজহীন
0,0.25,seedless raisin,বীজহীন কিশমিশ
0,0,beat,বীট
0,0,beat-up,বীট আপ
0.25,0,beet blight,বীট গাছ ব্লাইট
0,0,beet green,বীট গাছ সবুজ
0,0,beet,বীট-পালং
0,0,harp,বীণা
0,0,harp seal,বীণা সীল
0,0,harp-shaped,বীণা-আকৃতির
0,0,spinet,বীণাজাতীয় ক্ষুদ্র বাদ্যযন্ত্রবিশেষ
0,0,harper,বীণাবাদক
0,0.75,disinclined,বীতস্পৃহ
0,0,vista,বীথি
0,0,boulevard,বীথিকা
0,0.25,beaver,বীবর
0,0,beaver rat,বীবর ইঁদুর
0,0,beaver away,বীবর দূরে
0,0,beaver board,বীবর বোর্ড
0,0,beaver state,বীবর রাষ্ট্র
0,0,abominable snowman,বীভৎস তুষার মানব
0,0,gorgonian,বীভত্স
0.125,0,gorgonian coral,বীভত্স প্রবাল
0,0,insurance,বীমা
0,0,insurance agent,বীমা এজেন্ট
0,0,insurance coverage,বীমা কভারেজ
0,0.375,insured,বীমা করা
0,0,insurance company,বীমা কোম্পানী
0,0,insurance claim,বীমা দাবি
0,0,insurance underwriter,বীমা নিম্নস্থ কেরানী
0,0,insurance policy,বীমা নীতি
0,0,insurance premium,বীমা প্রিমিয়াম
0,0,insurance broker,বীমা ব্রোকার
0.625,0,insurable,বীমাযোগ্য
0,0,insurable interest,বীমাযোগ্য স্বার্থ
0,0,ale,বীয়ার
0,0,ale drinker,বীয়ার পান করে
0.125,0.375,concurring,বীর
0,0,ballade,বীর গাথা
0,0,concurring opinion,বীর মতামত
0.5,0,heroism,বীরত্ব
0,0,heroic,বীরত্বপূর্ণ
0,0,heroic poem,বীরত্বের কবিতা
0,0,heroic tale,বীরত্বের কাহিনী
0,0,heroic meter,বীরত্বের মিটার
0,0,heroic verse,বীরত্বের শ্লোক
0.25,0,heroically,বীরত্বের সাথে
0,0,heroic stanza,বীরত্বের স্তবক
0.375,0.375,knightly,বীরধর্মিসুলভ
0,0,hero-worship,বীরপূজা
0.5,0,heroine,বীরাঙ্গনা
0.125,0,valiantly,বীরের
0,0,pep,বীর্য
0,0,pep pill,বীর্য পিল
0,0,pep rally,বীর্য সমাবেশ
0,0,boo-boo,বু বু
0,0,booking,বুক
0,0,breast pocket,বুক পকেট
0,0.5,chest pain,বুক ব্যাথা
0,0,bookmark,বুকমার্ক
0,0,buchanan,বুকানন
0,0,booker,বুকার
0,0,booker t. washington,বুকার টি. ওয়াশিংটন
0,0,booking agent,বুকিং এজেন্ট
0,0,chest protector,বুকে অভিভাবক
0,0,chest cavity,বুকে গহ্বর
0,0,chest register,বুকে রেজিস্টার
0,0,chest tone,বুকে স্বন
0,0,breast-high,বুকের দুধ উচ্চ
0,0,breast-deep,বুকের দুধ গভীর
0,0,bucharest,বুখারেস্ট
0,0.125,booger,বুগার
0,0,boogie,বুগি
0,0,pretending,বুজরূক
0,0,have got,বুঝছ
0,0,catch on,বুঝিতে পারা
0.25,0,persuasively,বুঝিয়ে-সুঝিয়ে
0,0,boot,বুট
0,0,boot-shaped,বুট আকৃতির
0,0,boot camp,বুট ক্যাম্প
0,0,boot sale,বুট বিক্রয়
0,0,boot maker,বুট সৃষ্টিকর্তা
0,0,bootstrap,বুটস্ট্র্যাপ
0,0,damask,বুটি
0,0.25,damask steel,বুটি ইস্পাত
0,0,damask rose,বুটি গোলাপ
0,0,diaper dermatitis,বুটি ডার্মাটাইটিস
0,0.125,diaper rash,বুটি ফুসকুড়ি
0,0.25,damask violet,বুটি বেগুনি
0,0,brocaded,বুটিদার
0,0,aged,বুড়া
0,0.125,anile,বুড়ির মত
0.375,0,oldish,বুড়োটে
0,0.125,boutonniere,বুতোনয়ের
0,0,bubble bath,বুদবুদ স্নান
0,0,budapest,বুদাপেস্ট
0,0,buddha,বুদ্ধ
0,0,pagoda,বুদ্ধমন্দির
0,0,intellect,বুদ্ধি
0,0,play tricks,বুদ্ধি খাটাও
0,0,to wit,বুদ্ধি থেকে
0,0,endow,বুদ্ধি দ্বারা অলঙ্কৃত করা
0.375,0,intelligible,বুদ্ধিগম্য
0,0,intellectual,বুদ্ধিজীবী
0,0.125,intellectual nourishment,বুদ্ধিজীবী পুষ্টি
0.375,0.125,brilliantly,বুদ্ধিদীপ্তভাবে
0.875,0,discernment,বুদ্ধিবৃত্তি
0,0,bewildered,বুদ্ধিভ্রষ্ট
0.25,0,intellectually,বুদ্ধিমত্তা
0,0,intelligence operation,বুদ্ধিমত্তা অপারেশন
0.5,0,intelligence activity,বুদ্ধিমত্তা কার্যকলাপ
0.125,0,iq test,বুদ্ধিমত্তা পরীক্ষা
0,0,intelligence quotient,বুদ্ধিমত্তা ভাগফল
0,0,intelligence service,বুদ্ধিমত্তা সেবা
0.125,0,intelligently,বুদ্ধিমত্তার
0,0,clearheaded,বুদ্ধিমান
0.5,0,intelligence agent,বুদ্ধিমান প্রতিনিধি
0,0,talent scout,বুদ্ধিমান স্কাউট্
0.375,0,sensibly,বুদ্ধিমানের
0,0,discreetly,বুদ্ধির
0,0,mind game,বুদ্ধির খেলা
0.375,0,cuteness,বুদ্ধিসম্পন্নতা
0,0.375,unintelligent,বুদ্ধিহীন
0,0,bubble,বুদ্বুদ
0,0,bubble up,বুদ্বুদ আপ
0,0,bubble and squeak,বুদ্বুদ এবং চিঁ-চিঁ
0,0,bubble chamber,বুদ্বুদ চেম্বারের
0,0,bubble jet printer,বুদ্বুদ জেট প্রিন্টার
0,0,bubble dance,বুদ্বুদ নাচ
0,0,bubble pack,বুদ্বুদ প্যাক
0,0,bubble shell,বুদ্বুদ শেল
0.625,0.125,bubbly,বুদ্বুদপূর্ণ
0,0,wednesday,বুধবার
0,0,knitting needle,বুননের সুচ
0,0,bunsen,বুনসেন
0,0,bunsen burner,বুনসেন - দীপ
0,0,knit,বুনা
0,0,knit stitch,বুনা সেলাই
0,0,basement,বুনিয়াদ
0,0,sus,বুনো
0,0,wild cherry,বুনো চেরি
0,0,bramble bush,বুনো ঝোপ
0,0,wild boar,বুনো শুয়োর
0,0,wild ox,বুনো ষাঁড়ের
0,0.125,wild duck,বুনো হাঁস
0,0,ravenous,বুভুক্ষিত
0,0,starveling,বুভুক্ষু মানুষ
0,0,buenos aires,বুয়েনোস আইরেস
0,0,burundi,বুরুন্ডি
0,0,belvedere,বুরূজ
0,0,hairbrush,বুরূশ
0,0,burette,বুরেট
0,0,bull run,বুল রান
0,0,bulgarian monetary unit,বুলগেরিয় আর্থিক ইউনিট
0,0,bulgarian capital,বুলগেরিয় রাজধানী
0,0,bulgaria,বুলগেরিয়া
0,0,bulgarian,বুলগেরীয়
0,0,bulldog clip,বুলডগ ক্লিপ
0,0,bulldog ant,বুলডগ পিপীলিকা
0,0,bulldog wrench,বুলডগ মোচড়
0,0,bulawayo,বুলাওয়ে
0,0,boolean,বুলিয়ান
0,0,boolean operation,বুলিয়ান অপারেশন
0,0,boolean algebra,বুলিয়ান বীজগণিত
0,0,boolean logic,বুলিয়ান লজিক
0.5,0,bullish,বুলিশ
0,0,bullet-headed,বুলেট কেশ
0,0,bullet hole,বুলেট গর্ত
0,0,bullet train,বুলেট ট্রেন
0,0,bullet vote,বুলেট ভোট
0,0,bulletin,বুলেটিন
0,0,bulletin board system,বুলেটিন বোর্ড সিস্টেম
0,0,bulbul,বুল্বুল
0,0.125,mavis,বুল্বুল পাখী
0,0,bush administration,বুশ প্রশাসনের
0,0,etymological,বু্যত্পত্তিগত
